Type,d,d_grp,fd
D,384,"(383, 384]",0.0002885193012641929
D,385,"(384, 385]",0.0008199752310644289
D,386,"(385, 386]",0.00040821338440190407
D,387,"(386, 387]",0.0007443249786054297
D,388,"(387, 388]",0.0002974129520922609
D,389,"(388, 389]",0.0006570921127319209
D,390,"(389, 390]",0.00043136016795670225
D,391,"(390, 391]",0.0004674110403155739
D,392,"(391, 392]",0.0005184843394734799
D,393,"(392, 393]",0.0004712657305157866
D,394,"(393, 394]",0.0004062009738113604
D,395,"(394, 395]",0.00044446922787510574
D,396,"(395, 396]",0.000541111780164903
D,397,"(396, 397]",0.00046336292047997543
D,398,"(397, 398]",0.00038593753024806105
D,399,"(398, 399]",0.0007725684594462918
D,400,"(399, 400]",0.00032285536206494084
D,401,"(400, 401]",0.0006827827109548811
D,402,"(401, 402]",0.0004761603836508325
D,403,"(402, 403]",0.0006658931756154127
D,404,"(403, 404]",0.0007067708321861528
D,405,"(404, 405]",0.000687992722418157
D,406,"(405, 406]",0.000561612157180009
D,407,"(406, 407]",0.000611547140967076
D,408,"(407, 408]",0.0005101499291197454
D,409,"(408, 409]",0.0003505732399285621
D,410,"(409, 410]",0.0005226410011626101
D,411,"(410, 411]",0.00034187148194399973
D,412,"(411, 412]",0.0002864116797078408
D,413,"(412, 413]",0.0001958768536667486
D,414,"(413, 414]",0.00019411567313810856
D,415,"(414, 415]",0.00020780712959450717
D,416,"(415, 416]",0.0002540265760159967
D,417,"(416, 417]",0.00020708439636262646
D,418,"(417, 418]",0.00015317532657432652
D,419,"(418, 419]",0.00020868561531136722
D,420,"(419, 420]",0.0002734078169733883
D,421,"(420, 421]",0.00037336240828096575
D,422,"(421, 422]",0.000733275782000267
D,423,"(422, 423]",0.0003592032261839767
D,424,"(423, 424]",0.00027833639648595037
D,425,"(424, 425]",0.0002489862569419229
D,426,"(425, 426]",0.0002504619780917545
D,427,"(426, 427]",0.00014232189733599375
D,428,"(427, 428]",0.0003477948990455792
D,429,"(428, 429]",0.00021374307548408243
D,430,"(429, 430]",0.00034410066811931266
D,431,"(430, 431]",0.00016456306269070788
D,432,"(431, 432]",0.00024546341839274766
D,433,"(432, 433]",0.00033129764269208107
D,434,"(433, 434]",0.00019701048707266403
D,435,"(434, 435]",0.00022603742393516156
D,436,"(435, 436]",0.00016652708078576992
D,437,"(436, 437]",0.0001571711445569715
D,438,"(437, 438]",0.00026465891565577085
D,439,"(438, 439]",0.00014469250465564082
D,440,"(439, 440]",0.00013411606796625097
D,441,"(440, 441]",0.00014415172479317656
D,442,"(441, 442]",0.00014980979255830204
D,443,"(442, 443]",0.00016102429600761792
D,444,"(443, 444]",0.00016008520687916215
D,445,"(444, 445]",0.0001657690605943419
D,446,"(445, 446]",0.0004219108506998442
D,447,"(446, 447]",0.00026274290597032144
D,448,"(447, 448]",0.0004041392860012161
D,449,"(448, 449]",0.00026183813049256117
D,450,"(449, 450]",6.640362160389562e-05
D,451,"(450, 451]",0.00012536916691611655
D,452,"(451, 452]",0.0001304263973575529
D,453,"(452, 453]",0.00011341698922245907
D,454,"(453, 454]",8.407302845910415e-05
D,455,"(454, 455]",0.0002280890680762042
D,456,"(455, 456]",0.00010536550103461854
D,457,"(456, 457]",0.00011999294340020215
D,458,"(457, 458]",0.00011929837639305126
D,459,"(458, 459]",0.00012637952442435296
D,460,"(459, 460]",0.0002035877870681929
D,461,"(460, 461]",0.0001649397148042878
D,462,"(461, 462]",0.0003974727214865447
D,463,"(462, 463]",0.0002986898432751084
D,464,"(463, 464]",0.0002006191748057754
D,465,"(464, 465]",0.00016444560170784394
D,466,"(465, 466]",0.00017732806526797533
D,467,"(466, 467]",0.0002601931130002409
D,468,"(467, 468]",0.00021640815632096203
D,469,"(468, 469]",0.00018518788191727306
D,470,"(469, 470]",0.00014245221877331058
D,471,"(470, 471]",4.700538079284533e-05
D,472,"(471, 472]",8.33763051961116e-05
D,473,"(472, 473]",0.00018541472191749934
D,474,"(473, 474]",5.5621658570474875e-05
D,475,"(474, 475]",0.00027274874526230224
D,476,"(475, 476]",0.00017218245926674724
D,477,"(476, 477]",6.461778756270512e-05
D,478,"(477, 478]",0.00011135185617123875
D,479,"(478, 479]",0.00012813033513679552
D,480,"(479, 480]",0.00019408422115250033
D,481,"(480, 481]",0.0001929099352953646
D,482,"(481, 482]",0.0001423384908067391
D,483,"(482, 483]",0.00017993950633190484
D,484,"(483, 484]",0.0003676989589893686
D,485,"(484, 485]",0.0002029585259141278
D,486,"(485, 486]",0.00027892414030401954
D,487,"(486, 487]",0.00024213479230704598
D,488,"(487, 488]",0.00011023487899512924
D,489,"(488, 489]",9.470588280336215e-05
D,490,"(489, 490]",0.00018151974310381914
D,491,"(490, 491]",0.00021791969562144788
D,492,"(491, 492]",0.000283682688307566
D,493,"(492, 493]",0.00023470142148680393
D,494,"(493, 494]",0.00022392948392872336
D,495,"(494, 495]",0.00015127613505360504
D,496,"(495, 496]",0.00012677806097235404
D,497,"(496, 497]",0.00018154064527501154
D,498,"(497, 498]",0.00011703705285103815
D,499,"(498, 499]",0.00017388895884951246
D,500,"(499, 500]",0.00011551211090279524
D,501,"(500, 501]",0.0001840834439038874
D,502,"(501, 502]",0.0002450320020289708
D,503,"(502, 503]",0.00018973151795771326
D,504,"(503, 504]",0.0001729785456491251
D,505,"(504, 505]",0.00012953101249174508
D,506,"(505, 506]",0.0003864618651493395
D,507,"(506, 507]",0.00022899253148625376
D,508,"(507, 508]",0.0003879405658779209
D,509,"(508, 509]",0.00017372177214326084
D,510,"(509, 510]",0.00020652377878112402
D,511,"(510, 511]",0.00021841415719447247
D,512,"(511, 512]",0.00044598930883518354
D,513,"(512, 513]",0.00033599374260032144
D,514,"(513, 514]",0.0005489490987692148
D,515,"(514, 515]",0.0008431718594733023
D,516,"(515, 516]",0.00031821269872156656
D,517,"(516, 517]",0.00035851872872471707
D,518,"(517, 518]",0.0002879148836891205
D,519,"(518, 519]",0.0002347347060601427
D,520,"(519, 520]",0.000443257886245741
D,521,"(520, 521]",0.00020166206714584118
D,522,"(521, 522]",0.0002864387107288958
D,523,"(522, 523]",0.00025550549543659
D,524,"(523, 524]",0.00011467674971740865
D,525,"(524, 525]",9.821150431765006e-05
D,526,"(525, 526]",9.381086979525684e-05
D,527,"(526, 527]",9.175855855147967e-05
D,528,"(527, 528]",9.537821661494113e-05
D,529,"(528, 529]",0.00011764207302710285
D,530,"(529, 530]",8.504857566807144e-05
D,531,"(530, 531]",0.00011623228808704029
D,532,"(531, 532]",0.00011055767356091702
D,533,"(532, 533]",0.00012705153767340085
D,534,"(533, 534]",0.000166166571805343
D,535,"(534, 535]",0.00014846297135561322
D,536,"(535, 536]",5.897551243619686e-05
D,537,"(536, 537]",0.0001170348983586687
D,538,"(537, 538]",9.201918399843414e-05
D,539,"(538, 539]",7.130444624570988e-05
D,540,"(539, 540]",8.608692152798757e-05
D,541,"(540, 541]",0.00039461115141536636
D,542,"(541, 542]",6.519089399524749e-05
D,543,"(542, 543]",5.733845208501858e-05
D,544,"(543, 544]",3.54625787704956e-05
D,545,"(544, 545]",5.0390263304828804e-05
D,546,"(545, 546]",7.52905101865556e-05
D,547,"(546, 547]",3.967525816874752e-05
D,548,"(547, 548]",5.820982910315234e-05
D,549,"(548, 549]",5.6994108926128707e-05
D,550,"(549, 550]",7.119169891116903e-05
D,551,"(550, 551]",2.711428756391439e-05
D,552,"(551, 552]",0.00012729777380488997
D,553,"(552, 553]",7.049103710823237e-05
D,554,"(553, 554]",0.0001103724575525138
D,555,"(554, 555]",3.448415311314469e-05
D,556,"(555, 556]",5.31987197515739e-05
D,557,"(556, 557]",3.990049636774073e-05
D,558,"(557, 558]",2.292294132132669e-05
D,559,"(558, 559]",2.5753972143279483e-05
D,560,"(559, 560]",2.6626307293294335e-05
D,561,"(560, 561]",6.026212175610872e-05
D,562,"(561, 562]",3.706193067891539e-05
D,563,"(562, 563]",2.861949969170219e-05
D,564,"(563, 564]",2.2505634253277037e-05
D,565,"(564, 565]",3.0456385259967762e-05
D,566,"(565, 566]",4.48355433065857e-05
D,567,"(566, 567]",2.3452582832643616e-05
D,568,"(567, 568]",4.546601158731999e-05
D,569,"(568, 569]",0.00010380049761123611
D,570,"(569, 570]",7.487119508783777e-05
D,571,"(570, 571]",4.1374201930706105e-05
D,572,"(571, 572]",3.0171275172320903e-05
D,573,"(572, 573]",9.646839577656376e-05
D,574,"(573, 574]",8.154851822399025e-05
D,575,"(574, 575]",6.119095670758617e-05
D,576,"(575, 576]",6.294140202618306e-05
D,577,"(576, 577]",3.3947811795454655e-05
D,578,"(577, 578]",5.8378216435539564e-05
D,579,"(578, 579]",2.7534166289262085e-05
D,580,"(579, 580]",1.978007784458215e-05
D,581,"(580, 581]",3.10277888589787e-05
D,582,"(581, 582]",2.622120723882697e-05
D,583,"(582, 583]",4.3474097250520934e-05
D,584,"(583, 584]",2.7364281218984393e-05
D,585,"(584, 585]",1.7136291972516368e-05
D,586,"(585, 586]",2.502842800252676e-05
D,587,"(586, 587]",2.8559723087105287e-05
D,588,"(587, 588]",2.362189474292516e-05
D,589,"(588, 589]",3.321620077167483e-05
D,590,"(589, 590]",7.579032960289629e-05
D,591,"(590, 591]",3.856104789957335e-05
D,592,"(591, 592]",3.125615923902562e-05
D,593,"(592, 593]",4.758510224566409e-05
D,594,"(593, 594]",8.517611231300587e-05
D,595,"(594, 595]",5.0460530718937386e-05
D,596,"(595, 596]",1.8924677377131827e-05
D,597,"(596, 597]",0.00011046693146180958
D,598,"(597, 598]",2.5712175660370293e-05
D,599,"(598, 599]",4.9982795659591276e-05
D,600,"(599, 600]",4.4100522801829126e-05
D,601,"(600, 601]",6.226387827993613e-05
D,602,"(601, 602]",0.00021802237987716906
D,603,"(602, 603]",0.00022855479050399414
D,604,"(603, 604]",3.0389848343540134e-05
D,605,"(604, 605]",4.7045198547644e-05
D,606,"(605, 606]",3.5605415526074285e-05
D,607,"(606, 607]",5.837399253023658e-05
D,608,"(607, 608]",5.349127378262823e-05
D,609,"(608, 609]",5.959766981668345e-05
D,610,"(609, 610]",2.831682829985947e-05
D,611,"(610, 611]",4.4776141227099615e-05
D,612,"(611, 612]",7.100088487729114e-05
D,613,"(612, 613]",5.069082166354597e-05
D,614,"(613, 614]",0.0001674733979840303
D,615,"(614, 615]",4.659679310921797e-05
D,616,"(615, 616]",7.062963178213562e-05
D,617,"(616, 617]",8.412068560202688e-05
D,618,"(617, 618]",4.426738233244015e-05
D,619,"(618, 619]",4.044115367703504e-05
D,620,"(619, 620]",0.0001354016812825001
D,621,"(620, 621]",8.357558860840045e-05
D,622,"(621, 622]",0.00011081447921421063
D,623,"(622, 623]",0.0001055777641611579
D,624,"(623, 624]",8.433635081767893e-05
D,625,"(624, 625]",5.452238545120099e-05
D,626,"(625, 626]",5.7297381772757596e-05
D,627,"(626, 627]",4.0349711547832695e-05
D,628,"(627, 628]",8.673161062096127e-05
D,629,"(628, 629]",0.00010850439289076103
D,630,"(629, 630]",6.44742906947889e-05
D,631,"(630, 631]",4.4522514094425516e-05
D,632,"(631, 632]",8.132307933920813e-05
D,633,"(632, 633]",4.226688103718736e-05
D,634,"(633, 634]",2.869154941122619e-05
D,635,"(634, 635]",1.7349860962867805e-05
D,636,"(635, 636]",2.1328679454812014e-05
D,637,"(636, 637]",6.095119768607923e-05
D,638,"(637, 638]",2.2922541777692823e-05
D,639,"(638, 639]",6.1003800583521757e-05
D,640,"(639, 640]",2.8814696221692405e-05
D,641,"(640, 641]",2.8500033076072986e-05
D,642,"(641, 642]",3.461445161918459e-05
D,643,"(642, 643]",3.788383628224824e-05
D,644,"(643, 644]",5.861057544543424e-05
D,645,"(644, 645]",2.41151405594569e-05
D,646,"(645, 646]",3.408367077418318e-05
D,647,"(646, 647]",4.461800222462472e-05
D,648,"(647, 648]",1.1567027116584356e-05
D,649,"(648, 649]",2.5437575389823092e-05
D,650,"(649, 650]",2.4451866305403268e-05
D,651,"(650, 651]",4.396532583519557e-05
D,652,"(651, 652]",6.594121097209422e-05
D,653,"(652, 653]",3.791261275840755e-05
D,654,"(653, 654]",2.980345677550127e-05
D,655,"(654, 655]",4.036171046146361e-05
D,656,"(655, 656]",1.140511187611516e-05
D,657,"(656, 657]",2.1425130228052577e-05
D,658,"(657, 658]",1.3715986071151844e-05
D,659,"(658, 659]",3.190362356632341e-05
D,660,"(659, 660]",2.2701259092549015e-05
D,661,"(660, 661]",7.016898599194689e-05
D,662,"(661, 662]",1.1072433340186727e-05
D,663,"(662, 663]",1.3348913458185033e-05
D,664,"(663, 664]",4.983286778511363e-05
D,665,"(664, 665]",1.332745323901987e-05
D,666,"(665, 666]",1.3292119433741267e-05
D,667,"(666, 667]",1.2128641165857941e-05
D,668,"(667, 668]",9.586352533700103e-05
D,669,"(668, 669]",0.000103671661650275
D,670,"(669, 670]",1.2830993856843007e-05
D,671,"(670, 671]",2.9920330489492325e-05
D,672,"(671, 672]",1.1502900426221173e-05
D,673,"(672, 673]",1.3304819429021633e-05
D,674,"(673, 674]",4.1897107485257276e-05
D,675,"(674, 675]",3.258496667600777e-05
D,676,"(675, 676]",1.1849619304538134e-05
D,677,"(676, 677]",3.9173584679847315e-05
D,678,"(677, 678]",2.0901225602280098e-05
D,679,"(678, 679]",2.5608750391652373e-05
D,680,"(679, 680]",4.892735571205848e-05
D,681,"(680, 681]",5.293637988197516e-05
D,682,"(681, 682]",1.639297152142436e-05
D,683,"(682, 683]",2.410495771042545e-05
D,684,"(683, 684]",3.389563168219418e-05
D,685,"(684, 685]",0.0001441426130289602
D,686,"(685, 686]",3.3757720928329515e-05
D,687,"(686, 687]",0.00010155180208404547
D,688,"(687, 688]",7.155466678474897e-05
D,689,"(688, 689]",0.00017167632148213082
D,690,"(689, 690]",7.891073668124486e-05
D,691,"(690, 691]",8.147279438596586e-05
D,692,"(691, 692]",5.589370635204818e-05
D,693,"(692, 693]",5.14936319670976e-05
D,694,"(693, 694]",0.00019571634331581756
D,695,"(694, 695]",3.5956950237579594e-05
D,696,"(695, 696]",3.675401089873155e-05
D,697,"(696, 697]",3.21535801823532e-05
D,698,"(697, 698]",3.09290748208576e-05
D,699,"(698, 699]",0.00010704674386797087
D,700,"(699, 700]",3.94146563014672e-05
D,701,"(700, 701]",1.5884165969418133e-05
D,702,"(701, 702]",5.017857660970306e-05
D,703,"(702, 703]",8.99101334416443e-05
D,704,"(703, 704]",7.544522305518627e-06
D,705,"(704, 705]",4.708211700846734e-05
D,706,"(705, 706]",2.2456372370591067e-05
D,707,"(706, 707]",5.839243659607457e-05
D,708,"(707, 708]",2.5273674849308153e-05
D,709,"(708, 709]",3.836402464999848e-05
D,710,"(709, 710]",0.00010722517625488679
D,711,"(710, 711]",3.8120493161996e-05
D,712,"(711, 712]",2.3445666621953344e-05
D,713,"(712, 713]",4.546375372184917e-05
D,714,"(713, 714]",2.314015362055454e-05
D,715,"(714, 715]",0.00010059388168300065
D,716,"(715, 716]",0.00011258018653111354
D,717,"(716, 717]",0.0003339654550447655
D,718,"(717, 718]",0.00010049079705756068
D,719,"(718, 719]",4.88397759491146e-05
D,720,"(719, 720]",3.708887982261303e-05
D,721,"(720, 721]",6.014813345060132e-05
D,722,"(721, 722]",9.733018300685688e-05
D,723,"(722, 723]",0.00017202411782298743
D,724,"(723, 724]",0.00012407265413091206
D,725,"(724, 725]",9.22006679915646e-05
D,726,"(725, 726]",0.00014546862488020392
D,727,"(726, 727]",0.00018471207771600436
D,728,"(727, 728]",0.00025265870638634564
D,729,"(728, 729]",0.00019850489724207316
D,730,"(729, 730]",7.620734842169156e-05
D,731,"(730, 731]",7.510221691926784e-05
D,732,"(731, 732]",7.612303130431762e-05
D,733,"(732, 733]",5.71610925002988e-05
D,734,"(733, 734]",0.00015537121467195733
D,735,"(734, 735]",7.039373095416375e-05
D,736,"(735, 736]",0.00011851717514758866
D,737,"(736, 737]",2.1792864567714062e-05
D,738,"(737, 738]",3.381385348581047e-05
D,739,"(738, 739]",2.7359024689899055e-05
D,740,"(739, 740]",5.846362363245341e-05
D,741,"(740, 741]",6.682775062470524e-05
D,742,"(741, 742]",1.5311656405083296e-05
D,743,"(742, 743]",4.7696416993231955e-05
D,744,"(743, 744]",4.0367836286110215e-05
D,745,"(744, 745]",7.617623552550452e-05
D,746,"(745, 746]",0.00010805840921847446
D,747,"(746, 747]",4.8065774972631046e-05
D,748,"(747, 748]",7.425038597787876e-05
D,749,"(748, 749]",5.227934756730126e-05
D,750,"(749, 750]",0.0001352780956166788
D,751,"(750, 751]",2.624970677666386e-05
D,752,"(751, 752]",2.4206699831354466e-05
D,753,"(752, 753]",1.974590074456743e-05
D,754,"(753, 754]",1.741292722859928e-05
D,755,"(754, 755]",1.8645594814225694e-05
D,756,"(755, 756]",1.2679363275439253e-05
D,757,"(756, 757]",9.313119139964011e-06
D,758,"(757, 758]",4.417973526145591e-05
D,759,"(758, 759]",2.0673392074225313e-05
D,760,"(759, 760]",1.8551632301091852e-05
D,761,"(760, 761]",9.176395923656937e-06
D,762,"(761, 762]",6.272081892476293e-05
D,763,"(762, 763]",2.5341003013228163e-05
D,764,"(763, 764]",0.00010826039110112784
D,765,"(764, 765]",1.5550749905570606e-05
D,766,"(765, 766]",3.7676631819156425e-05
D,767,"(766, 767]",7.106628571870262e-06
D,768,"(767, 768]",9.007572689445207e-06
D,769,"(768, 769]",1.5896678344086487e-05
D,770,"(769, 770]",1.616945604944893e-05
D,771,"(770, 771]",2.5249494496585408e-05
D,772,"(771, 772]",3.9709938893534786e-05
D,773,"(772, 773]",2.9273484580436933e-05
D,774,"(773, 774]",2.0070418650898368e-05
D,775,"(774, 775]",4.2094293271415975e-05
D,776,"(775, 776]",2.0300255300161137e-05
D,777,"(776, 777]",1.1323562058559911e-05
D,778,"(777, 778]",2.6717064417970427e-05
D,779,"(778, 779]",1.8805538421298872e-05
D,780,"(779, 780]",5.5141520474479704e-05
D,781,"(780, 781]",3.483434620673926e-05
D,782,"(781, 782]",1.619815198377831e-05
D,783,"(782, 783]",8.926266458840822e-06
D,784,"(783, 784]",9.385133757572519e-05
D,785,"(784, 785]",0.00010621166396801992
D,786,"(785, 786]",4.50814586315577e-05
D,787,"(786, 787]",1.8357335761606714e-05
D,788,"(787, 788]",2.62761852724283e-05
D,789,"(788, 789]",1.3002120895472634e-05
D,790,"(789, 790]",2.73683104914718e-05
D,791,"(790, 791]",1.6647401982106888e-05
D,792,"(791, 792]",2.484989067325805e-05
D,793,"(792, 793]",4.479170538226552e-05
D,794,"(793, 794]",0.00011187655244912233
D,795,"(794, 795]",1.107838502779938e-05
D,796,"(795, 796]",1.4033891940988368e-05
D,797,"(796, 797]",1.074640320400744e-05
D,798,"(797, 798]",2.6478622360093135e-05
D,799,"(798, 799]",6.342690464594198e-05
D,800,"(799, 800]",8.39038979312556e-05
D,801,"(800, 801]",2.75682819528066e-05
D,802,"(801, 802]",4.9037498339854556e-05
D,803,"(802, 803]",1.9735148065741522e-05
D,804,"(803, 804]",8.44067977392905e-06
D,805,"(804, 805]",4.0717478311805355e-05
D,806,"(805, 806]",1.3304680181094674e-05
D,807,"(806, 807]",4.07842471205097e-05
D,808,"(807, 808]",6.157522793424527e-05
D,809,"(808, 809]",0.00014238620439360275
D,810,"(809, 810]",5.858296113777136e-05
D,811,"(810, 811]",2.198594508233923e-05
D,812,"(811, 812]",1.5067644946895565e-05
D,813,"(812, 813]",4.809490971784095e-05
D,814,"(813, 814]",9.889646581654283e-05
D,815,"(814, 815]",4.43039288822002e-05
D,816,"(815, 816]",3.62596193940729e-05
D,817,"(816, 817]",0.00010054281569459157
D,818,"(817, 818]",4.029605504152885e-05
D,819,"(818, 819]",0.00010810476637105077
D,820,"(819, 820]",4.4310342503467734e-05
D,821,"(820, 821]",0.0001726267174653263
D,822,"(821, 822]",2.7133855238137507e-05
D,823,"(822, 823]",6.157682112679706e-05
D,824,"(823, 824]",3.666365551015573e-05
D,825,"(824, 825]",2.1027145389533045e-05
D,826,"(825, 826]",2.2758910778919962e-05
D,827,"(826, 827]",8.490100184363138e-06
D,828,"(827, 828]",1.570721505049286e-05
D,829,"(828, 829]",1.0919043222546051e-05
D,830,"(829, 830]",6.663473659654323e-06
D,831,"(830, 831]",7.3704109916491435e-06
D,832,"(831, 832]",2.52148892004271e-05
D,833,"(832, 833]",2.71528013592841e-06
D,834,"(833, 834]",2.636340380449183e-06
D,835,"(834, 835]",6.326878211498244e-05
D,836,"(835, 836]",5.92983864605174e-06
D,837,"(836, 837]",1.843869003368501e-05
D,838,"(837, 838]",4.514855799144492e-05
D,839,"(838, 839]",1.365401225245609e-05
D,840,"(839, 840]",8.003749869801706e-06
D,841,"(840, 841]",7.998425669645166e-06
D,842,"(841, 842]",1.2722871605928335e-05
D,843,"(842, 843]",1.729477010852993e-05
D,844,"(843, 844]",3.042622042287998e-05
D,845,"(844, 845]",1.649518934698207e-05
D,846,"(845, 846]",1.0635005422058028e-05
D,847,"(846, 847]",7.3490932983040345e-06
D,848,"(847, 848]",7.5608539218679326e-06
D,849,"(848, 849]",2.044039505109933e-06
D,850,"(849, 850]",3.468546402737781e-05
D,851,"(850, 851]",5.8363606186575676e-06
D,852,"(851, 852]",2.7253415572192613e-05
D,853,"(852, 853]",4.27665283878184e-06
D,854,"(853, 854]",6.435631811707983e-06
D,855,"(854, 855]",7.731826825055514e-06
D,856,"(855, 856]",5.51142466155956e-06
D,857,"(856, 857]",4.1337841210141855e-05
D,858,"(857, 858]",1.2156335017277033e-05
D,859,"(858, 859]",8.813186341437127e-06
D,860,"(859, 860]",6.9869155901156784e-06
D,861,"(860, 861]",8.554051285042192e-05
D,862,"(861, 862]",5.8748386009046485e-05
D,863,"(862, 863]",1.6729441010164207e-05
D,864,"(863, 864]",1.7271852651729693e-05
D,865,"(864, 865]",1.7134777148497054e-05
D,866,"(865, 866]",1.2003411485869092e-05
D,867,"(866, 867]",3.045678237915181e-05
D,868,"(867, 868]",3.401000870408359e-05
D,869,"(868, 869]",8.729169279478026e-06
D,870,"(869, 870]",1.0415090111941276e-05
D,871,"(870, 871]",2.1530463467404722e-05
D,872,"(871, 872]",2.9735838983272405e-05
D,873,"(872, 873]",9.925021124196934e-06
D,874,"(873, 874]",5.53714025194853e-05
D,875,"(874, 875]",1.754826041182133e-05
D,876,"(875, 876]",1.8015291064695444e-05
D,877,"(876, 877]",2.20429550663027e-05
D,878,"(877, 878]",2.84359360227759e-05
D,879,"(878, 879]",3.3049275319930274e-05
D,880,"(879, 880]",1.6581179469554394e-05
D,881,"(880, 881]",1.8852522587173278e-05
D,882,"(881, 882]",3.8083539497452904e-05
D,883,"(882, 883]",1.494625422772645e-05
D,884,"(883, 884]",8.39814761436403e-06
D,885,"(884, 885]",8.134524168172532e-06
D,886,"(885, 886]",2.654125332531075e-05
D,887,"(886, 887]",3.8047606488058786e-05
D,888,"(887, 888]",9.374543420940254e-06
D,889,"(888, 889]",1.8333119743947087e-05
D,890,"(889, 890]",9.997322879650292e-06
D,891,"(890, 891]",1.4237266415183035e-05
D,892,"(891, 892]",1.2920421735622238e-05
D,893,"(892, 893]",1.2016993594426971e-05
D,894,"(893, 894]",1.0295723710842763e-05
D,895,"(894, 895]",1.2728097545621573e-05
D,896,"(895, 896]",2.707035660017212e-05
D,897,"(896, 897]",7.066654342566526e-05
D,898,"(897, 898]",1.2938836931100353e-05
D,899,"(898, 899]",3.480485574141135e-05
D,900,"(899, 900]",4.761465907946653e-06
D,901,"(900, 901]",0.000145967867722342
D,902,"(901, 902]",1.5933670845910782e-05
D,903,"(902, 903]",1.034993242255344e-05
D,904,"(903, 904]",1.205044576755229e-05
D,905,"(904, 905]",1.971966069841248e-05
D,906,"(905, 906]",1.3272186241117378e-05
D,907,"(906, 907]",1.003596763364246e-05
D,908,"(907, 908]",8.811596333137775e-06
D,909,"(908, 909]",1.8863651709962728e-05
D,910,"(909, 910]",2.53428929054709e-05
D,911,"(910, 911]",6.815938780590609e-06
D,912,"(911, 912]",8.746731028510973e-06
D,913,"(912, 913]",7.413677264917985e-06
D,914,"(913, 914]",1.7731965800525485e-05
D,915,"(914, 915]",5.911148907410672e-06
D,916,"(915, 916]",3.169788614098726e-05
D,917,"(916, 917]",3.7946762656554235e-05
D,918,"(917, 918]",6.533423451077948e-05
D,919,"(918, 919]",5.932161261948438e-05
D,920,"(919, 920]",5.742676124872498e-05
D,921,"(920, 921]",4.520663203562206e-05
D,922,"(921, 922]",1.004901264816947e-05
D,923,"(922, 923]",3.3637151020953016e-05
D,924,"(923, 924]",2.3738319493896253e-05
D,925,"(924, 925]",7.387298281746863e-06
D,926,"(925, 926]",1.0762251255739816e-05
D,927,"(926, 927]",2.588325401955035e-05
D,928,"(927, 928]",9.228200741876759e-06
D,929,"(928, 929]",1.6390067442308188e-05
D,930,"(929, 930]",6.171014972102274e-06
D,931,"(930, 931]",1.7071374953597677e-05
D,932,"(931, 932]",3.1248187270172964e-05
D,933,"(932, 933]",2.1218472000448907e-05
D,934,"(933, 934]",1.1534573800614013e-05
D,935,"(934, 935]",6.417603023656173e-06
D,936,"(935, 936]",6.2169113405375345e-06
D,937,"(936, 937]",9.073251620737915e-06
D,938,"(937, 938]",1.3250884521513793e-05
D,939,"(938, 939]",8.344166896342247e-07
D,940,"(939, 940]",9.572118323579336e-06
D,941,"(940, 941]",5.156028877156026e-06
D,942,"(941, 942]",1.072105958202277e-06
D,943,"(942, 943]",3.578262908000142e-06
D,944,"(943, 944]",3.094877351461249e-06
D,945,"(944, 945]",5.967429271189683e-06
D,946,"(945, 946]",1.1786513282966312e-05
D,947,"(946, 947]",2.122884240102724e-05
D,948,"(947, 948]",3.625574420963196e-06
D,949,"(948, 949]",3.7164330616654834e-06
D,950,"(949, 950]",1.7963270721106672e-05
D,951,"(950, 951]",2.7367046373760125e-06
D,952,"(951, 952]",2.2258334169701675e-05
D,953,"(952, 953]",2.8045193519053457e-05
D,954,"(953, 954]",7.003699958818122e-05
D,955,"(954, 955]",1.6714489136088607e-05
D,956,"(955, 956]",2.1861606676287474e-05
D,957,"(956, 957]",1.868844293577671e-05
D,958,"(957, 958]",9.264955949767197e-06
D,959,"(958, 959]",1.210072638324457e-05
D,960,"(959, 960]",3.401737792282976e-05
D,961,"(960, 961]",5.1533113836436604e-05
D,962,"(961, 962]",1.0504752104557358e-05
D,963,"(962, 963]",3.6626168491573206e-06
D,964,"(963, 964]",8.417126103432034e-06
D,965,"(964, 965]",3.561342118557063e-05
D,966,"(965, 966]",1.453360853344443e-05
D,967,"(966, 967]",2.4009644801896186e-05
D,968,"(967, 968]",3.460329561559632e-05
D,969,"(968, 969]",7.701190258402843e-06
D,970,"(969, 970]",4.034684449795028e-05
D,971,"(970, 971]",2.1161013598692572e-05
D,972,"(971, 972]",9.138922565004894e-06
D,973,"(972, 973]",9.445694952784616e-06
D,974,"(973, 974]",2.2612974907602766e-05
D,975,"(974, 975]",9.277071035736385e-06
D,976,"(975, 976]",9.483278880373983e-06
D,977,"(976, 977]",4.371040380237389e-05
D,978,"(977, 978]",3.457143546582079e-05
D,979,"(978, 979]",1.812741077930707e-05
D,980,"(979, 980]",5.670980396211578e-06
D,981,"(980, 981]",1.9032290484678822e-05
D,982,"(981, 982]",1.4293092029589295e-05
D,983,"(982, 983]",1.5875489776726225e-05
D,984,"(983, 984]",2.049741299475581e-05
D,985,"(984, 985]",1.398067615036428e-05
D,986,"(985, 986]",1.772081444559155e-05
D,987,"(986, 987]",3.8207117396181706e-05
D,988,"(987, 988]",2.0144454215860032e-05
D,989,"(988, 989]",1.6845718557916424e-05
D,990,"(989, 990]",6.208049445725655e-05
D,991,"(990, 991]",4.5584395674269597e-05
D,992,"(991, 992]",1.0996871906404767e-05
